job_source,keyword,job_title,company,job_description,job_id,job_description_cleaned,skills_skillner,skills_skillner_qe,skills_ner_bert,skills_skillner_keybert,skills_ner_bert_keybert,skills_skillner_qe_keybert,skills_skillner_rake,skills_skillner_yake,skills_ner_bert_rake,skills_ner_bert_yake,skills_skillner_count,skills_skillner_qe_count,skills_ner_bert_count,skills_skillner_keybert_count,skills_ner_bert_keybert_count,skills_skillner_qe_keybert_count,skills_skillner_rake_count,skills_skillner_yake_count,skills_ner_bert_rake_count,skills_ner_bert_yake_count
Jobstreet,Computer Science,Programmer,PT Microvac Indonesia,"Programmer
Job Summary:
To develop web applications and services on Microsoft .NET platform.
Job Responsibility:
• Code, test and debug on back-end and front-end.
• Active involvement in all phases of software development life cycle including analysis, design, development, testing and support.
• Take ownership of the quality and timeliness of deliveries.
• Maintain accurate and up to date documentation of code and its changes.
• Provide assistance to junior developers.
Primary skills (Must have):
• Good understanding of Object Oriented Programming and design patterns.
• C#, .NET platform, Typescript, Javascript and HTML.
• Good knowledge of RESTful design and services.
• Good knowledge of database design, SQL, and Entity Framework Core.
• Strong analytical and problem solving skills.
• Ability to understand business requirements and translate them into technical requirements.
Secondary skills (Nice to have):
• Angular Framework (Major plus)
• CSS, LESS, SCSS
• Continuous Integration / Continuous Delivery (CI/CD)
• Microservice knowledge, docker, and kubernetes.
Job Type: Full-time",0,programmer job summary develop web applications services microsoft net platform job responsibility code test debug backend frontend active involvement phases software development life cycle including analysis design development testing support take ownership quality timeliness deliveries maintain accurate date documentation code changes provide assistance junior developers primary skills must good understanding object oriented programming design patterns c net platform typescript javascript html good knowledge restful design services good knowledge database design sql entity framework core strong analytical problem solving skills ability understand business requirements translate technical requirements secondary skills nice angular framework major plus css less scss continuous integration continuous delivery cicd microservice knowledge docker kubernetes job type fulltime,"['microservice', 'html', 'software development life cycle', 'angular', 'entity framework', 'design services', 'database design', 'debug', 'javascript', 'business requirement', 'develop web', 'problem solve', 'object orient programming', 'maintain', 'active', 'kubernetes', 'code test', 'application service', 'documentation code', 'continuous integration', 'translate technical', 'software development', 'sql', 'backend', 'web application', 'c', 'analytical', 'continuous delivery', 'css', 'design patterns', 'nice', 'typescript', 'development testing', 'docker']","['sustain', 'lumper', 'dainty', 'microservice', 'software development life cycle', 'nose candy', 'entity framework', 'keep', 'cs', 'debug', 'angulate', 'hold', 'dockhand', 'snow', 'wield', 'business requirement', 'hundred', 'develop web', '100', 'hypertext markup language', 'conserve', 'carbon', 'dock-walloper', 'century', 'fighting', 'sql', 'cytosine', 'vitamin c', 'defend', 'preserve', 'gracious', 'web application', 'keep up', 'coke', 'one c', 'exert', 'blow', 'continuous delivery', 'stevedore', 'design patterns', 'nice', 'uphold', 'degree centigrade', 'participating', 'observe', 'one hundred', 'development testing', 'docker', 'squeamish', 'alive', 'prissy', 'html', 'angular', 'design services', 'database design', 'dock worker', 'javascript', 'atomic number 55', 'decent', 'active agent', 'longshoreman', 'caesium', 'assert', 'analytic', 'problem solve', 'object orient programming', 'maintain', 'active', 'speed of light', 'atomic number 6', 'kubernetes', 'documentation code', 'code test', 'application service', 'dockworker', 'active voice', 'continuous integration', 'translate technical', 'combat-ready', 'overnice', 'loader', 'software development', 'hypertext mark-up language', 'backend', 'degree celsius', 'courteous', 'skillful', 'dynamic', 'c', 'analytical', 'css', 'deoxycytidine monophosphate', 'asseverate', 'coulomb', 'ampere-second', 'typescript', 'cesium', 'light speed', 'ascorbic acid']","['c', 'css', 'restful', 'html', 'sql', 'backend', 'software development life cycle', 'typescript', 'angular', 'kubernetes', 'analysis', 'javascript', 'frontend', 'docker', 'problem solving', 'continuous integration']","['framework design services', 'microservice html', 'development sql', 'kubernetes code test', 'angular entity']","['kubernetes analysis javascript', 'html sql backend', 'css restful', 'docker problem solving', 'typescript angular']","['programming maintain', 'service dockworker', 'sustain lumper dainty', '100 hypertext markup', 'combat ready']",['microservice html software development life cycle angular entity framework design services database design debug javascript business requirement develop web problem solve object orient programming maintain active kubernetes code test application service documentation code continuous integration translate technical software development sql backend web application c analytical continuous delivery css design patterns nice typescript development testing docker'],"['microservice html software', 'development testing docker', 'life cycle angular', 'cycle angular entity', 'angular entity framework', 'debug javascript business', 'javascript business requirement', 'business requirement develop', 'problem solve object', 'solve object orient', 'object orient programming', 'orient programming maintain', 'programming maintain active', 'maintain active kubernetes', 'integration translate technical']",['c css restful html sql backend software development life cycle typescript angular kubernetes analysis javascript frontend docker problem solving continuous integration'],"['solving continuous integration', 'css restful html', 'restful html sql', 'html sql backend', 'sql backend software', 'backend software development', 'software development life', 'development life cycle', 'life cycle typescript', 'cycle typescript angular', 'typescript angular kubernetes', 'angular kubernetes analysis', 'kubernetes analysis javascript', 'analysis javascript frontend', 'javascript frontend docker']",34,99,16,5,5,5,1,15,1,15
Jobstreet,Computer Science,IT Support Intern,PT Panin Dai-ichi Life,"Currently pursuing Bachelor degree with major in Information Technology / Computer Science
Excellent organizational skills
Strong interpersonal skills
Highly adaptable and able to work independently
Excited by new challenges and learning opportunities
Detailed and data oriented
6 months of hands-on work experience starting from the first day of your internship
Training in systems and procedures by experienced members of our team",1,currently pursuing bachelor degree major information technology computer science excellent organizational skills strong interpersonal skills highly adaptable able work independently excited new challenges learning opportunities detailed data oriented months handson work experience starting first day internship training systems procedures experienced members team,"['organizational skill', 'system procedure', 'computer science', 'adaptable', 'information technology']","['organizational skill', 'system procedure', 'computer science', 'adaptable', 'information technology']","['organizational skills', 'computer science', 'interpersonal skills']","['adaptable information technology', 'organizational skill procedure', 'procedure computer science', 'information technology', 'computer science adaptable']","['computer science interpersonal', 'organizational skills computer', 'organizational skills', 'interpersonal skills', 'skills computer']","['adaptable information technology', 'organizational skill procedure', 'procedure computer science', 'information technology', 'computer science adaptable']",['organizational skill system procedure computer science adaptable information technology'],"['organizational skill system', 'adaptable information technology', 'skill system procedure', 'system procedure computer', 'procedure computer science', 'computer science adaptable', 'science adaptable information', 'organizational skill', 'information technology', 'skill system', 'system procedure', 'procedure computer', 'computer science', 'science adaptable', 'adaptable information']",['organizational skills computer science interpersonal skills'],"['organizational skills computer', 'computer science interpersonal', 'skills computer science', 'science interpersonal skills', 'organizational skills', 'computer science', 'science interpersonal', 'skills computer', 'interpersonal skills', 'organizational', 'skills', 'computer', 'science', 'interpersonal']",5,5,3,5,5,5,1,15,1,14
Jobstreet,Computer Science,IS (Information System) Manager,PT Toray Industries Indonesia,"Developing and implementing IT strategies, planning for budget and infrastructure needs.
Managing IT projects, from planning to execution, ensuring they are completed on time and within budget.
Collaborate with other departments and stakeholders to understand business needs and propose IT solutions.
Leading and motivating IT team members, providing guidance and support, and ensuring effective performance.
Managing and maintaining the company's IT infrastructure, including servers, networks, security and communication systems.
Implementing and maintaining security measures, ensuring compliance with IT regulations and industry standards.
A degree in Information Technology, Computer Science, or a related field.
Strong project management, analytical thinking and problem-solving skills with the ability to analyze business needs and propose IT solutions.
Excellent leadership, communication (verbal/written) and interpersonal skills for cross-team collaboration.
Have knowledge or experience in implementing and maintaining system application (sales, production and accounting business knowledge are a plus). Preferably proficient in using Microsoft .NET, Microsoft SQL Server and Oracle.
Have knowledge or experience in managing and maintaining the company's IT infrastructure, including servers, networks, security and communication systems.",2,developing implementing strategies planning budget infrastructure needs managing projects planning execution ensuring completed time within budget collaborate departments stakeholders understand business needs propose solutions leading motivating team members providing guidance support ensuring effective performance managing maintaining companys infrastructure including servers networks security communication systems implementing maintaining security measures ensuring compliance regulations industry standards degree information technology computer science related field strong project management analytical thinking problemsolving skills ability analyze business needs propose solutions excellent leadership communication verbalwritten interpersonal skills crossteam collaboration knowledge experience implementing maintaining system application sales production accounting business knowledge plus preferably proficient using microsoft net microsoft sql server oracle knowledge experience managing maintaining companys infrastructure including servers networks security communication systems,"['including servers', 'maintaining', 'performance managing', 'leadership communication', 'communication system', 'motivating team', 'information technology', 'projects planning', 'plan execution', 'computer science', 'project management', 'system business', 'accounting business', 'network security', 'analytical thinking', 'budget', 'industry standards', 'planning', 'infrastructure', 'collaborate', 'managing', 'collaboration', 'sales', 'microsoft sql server', 'managing projects']","['sustain', 'keep', 'performance managing', 'hold', 'gross revenue', 'communication system', 'get together', 'wield', 'manage', 'gross sales', 'pull off', 'provision', 'plan execution', 'conserve', 'coaction', 'computer science', 'handle', 'substructure', 'do', 'sales event', 'accounting business', 'preparation', 'defend', 'network security', 'preserve', 'project', 'planning', 'keep up', 'exert', 'infrastructure', 'sale', 'contrive', 'collaborate', 'uphold', 'observe', 'cope', 'base', 'plan', 'contend', 'including servers', 'wangle', 'cut-rate sale', 'maintaining', 'leadership communication', 'motivating team', 'information technology', 'projects planning', 'assert', 'deal', 'maintain', 'make do', 'superintend', 'project management', 'system business', 'get by', 'collaborationism', 'cooperate', 'quislingism', 'oversee', 'analytical thinking', 'budget', 'industry standards', 'bring off', 'grapple', 'carry off', 'join forces', 'care', 'negociate', 'asseverate', 'design', 'finagle', 'managing', 'collaboration', 'make out', 'supervise', 'sales', 'sales agreement', 'be after', 'microsoft sql server', 'managing projects']","['sql', 'leadership', 'communication', 'analytical thinking', 'interpersonal skills', 'computer science', 'project management', 'collaboration', 'cross']","['server managing', 'information technology projects', 'leadership communication communication', 'sales microsoft sql', 'security analytical thinking']","['sql leadership communication', 'analytical thinking interpersonal', 'project management collaboration', 'skills computer science', 'cross']","['sql server managing', 'sustain performance managing', 'maintaining leadership communication', 'contrive collaborate uphold', 'budget industry standards']",['including servers maintaining performance managing leadership communication communication system motivating team information technology projects planning plan execution computer science project management system business accounting business network security analytical thinking budget industry standards planning infrastructure collaborate managing collaboration sales microsoft sql server managing projects'],"['including servers maintaining', 'motivating team information', 'team information technology', 'plan execution computer', 'execution computer science', 'network security analytical', 'security analytical thinking', 'analytical thinking budget', 'thinking budget industry', 'budget industry standards', 'collaboration sales microsoft', 'sales microsoft sql', 'servers maintaining performance', 'system motivating team', 'planning plan execution']",['sql leadership communication analytical thinking interpersonal skills computer science project management collaboration cross'],"['sql leadership communication', 'management collaboration cross', 'leadership communication analytical', 'communication analytical thinking', 'analytical thinking interpersonal', 'thinking interpersonal skills', 'interpersonal skills computer', 'skills computer science', 'computer science project', 'science project management', 'project management collaboration', 'sql leadership', 'collaboration cross', 'leadership communication', 'communication analytical']",25,80,9,5,5,5,1,15,1,15
Jobstreet,Computer Science,IT PROGRAMMER,PT Indo Taichen Textile Industry,"Handle Full Stack develop to department request
Develop, maintain and support web application existing & new project
Create a web application that is controlled by the database
Bachelor's Degree in Computer Science/Information Technology or equivalent.
At least 1-2 Year of working experience in the related field is required for this position (will be advantage)
Fresh Graduate welcome to apply
Required Skill(s): Pemograman PHP, Framework Laravel/CI4, Flutter, android studio;  database mySQL, DB2/SQL
Required language(s): English
Placement in Tangerang",3,handle full stack develop department request develop maintain support web application existing new project create web application controlled database bachelors degree computer scienceinformation technology equivalent least year working experience related field required position advantage fresh graduate welcome apply required skills pemograman php framework laravelci flutter android studio database mysql dbsql required languages english placement tangerang,"['php framework', 'controlled', 'position', 'mysql', 'maintain', 'android studio', 'web application', 'languages english']","['php framework', 'ensure', 'lieu', 'mysql', 'sustain', 'see', 'keep in line', 'keep', 'assure', 'post', 'hold', 'operate', 'put', 'situation', 'command', 'wield', 'curb', 'see to it', 'hold in', 'assert', 'controlled', 'berth', 'perspective', 'place', 'attitude', 'maintain', 'android studio', 'office', 'billet', 'positioning', 'conserve', 'view', 'stance', 'master', 'spot', 'stead', 'locating', 'languages english', 'side', 'manipulate', 'check', 'set', 'military position', 'defend', 'emplacement', 'preserve', 'status', 'lay', 'insure', 'web application', 'control', 'contain', 'spatial relation', 'keep up', 'exert', 'location', 'ascertain', 'position', 'asseverate', 'pose', 'posture', 'uphold', 'moderate', 'observe', 'placement', 'verify']","['english', 'flutter', 'php', 'full stack']","['mysql maintain android', 'controlled position mysql', 'web application languages', 'framework controlled position', 'php']","['flutter php stack', 'english flutter php', 'english flutter', 'stack', 'english']","['php framework', 'lieu mysql sustain', 'assert controlled berth', 'place attitude maintain', 'android studio office']",['php framework controlled position mysql maintain android studio web application languages english'],"['php framework controlled', 'application languages english', 'framework controlled position', 'controlled position mysql', 'position mysql maintain', 'mysql maintain android', 'maintain android studio', 'android studio web', 'studio web application', 'web application languages', 'php framework', 'languages english', 'framework controlled', 'controlled position', 'position mysql']",['english flutter php full stack'],"['english flutter php', 'php full stack', 'flutter php full', 'english flutter', 'full stack', 'flutter php', 'php full', 'english', 'stack', 'flutter', 'php', 'full']",8,66,4,5,5,5,1,15,1,12
Jobstreet,Computer Science,Junior .NET Developer,PT Perangkat Lunak Indonesia,"Candidate must possess at least one of the following: SMK, Diploma, or Bachelor's Degree in Computer Science/Information Technology or equivalent fields.
Required language(s): Bahasa Indonesia, English
1 year working experience in the related field for this position (fresh graduates are welcomed).
Good communication skill.
Open to learn new software development technologies and platforms.
Write clean and readable code based on business requirements and coding standard.
Participating in technical discussion and meetings.
Ensuring the technological watch in your area of knowledge.
Experienced in web development using ASP.NET MVC (C#) or .NET Core (C#)
Experienced in Database Operations (SQL Queries, Stored Procedures, Views, etc.)
Experienced in front-end web technologies (HTML, CSS, JavaScript)",4,candidate must possess least one following smk diploma bachelors degree computer scienceinformation technology equivalent fields required languages bahasa indonesia english year working experience related field position fresh graduates welcomed good communication skill open learn new software development technologies platforms write clean readable code based business requirements coding standard participating technical discussion meetings ensuring technological watch area knowledge experienced web development using aspnet mvc c net core c experienced database operations sql queries stored procedures views etc experienced frontend web technologies html css javascript,"['html', 'javascript', 'store procedure', 'business requirement', 'readable', 'english', 'code based', 'software development', 'sql', 'web development', 'write', 'web technologies', 'position', 'c', 'css', 'database operations', 'net core', 'communication skill', 'bahasa', 'database sql']","['nose candy', 'cs', 'put', 'snow', 'store procedure', 'berth', 'business requirement', 'perspective', 'hundred', 'place', 'attitude', 'office', '100', 'readable', 'hypertext markup language', 'positioning', 'carbon', 'indite', 'spot', 'stead', 'side', 'century', 'english', 'sql', 'cytosine', 'vitamin c', 'write', 'lay', 'web technologies', 'coke', 'one c', 'location', 'position', 'blow', 'posture', 'degree centigrade', 'net core', 'one hundred', 'communication skill', 'bahasa', 'bahasa indonesia', 'database sql', 'lieu', 'save', 'html', 'post', 'indonesian', 'javascript', 'atomic number 55', 'situation', 'english language', 'drop a line', 'caesium', 'speed of light', 'atomic number 6', 'clear', 'pen', 'billet', 'view', 'stance', 'locating', 'set', 'code based', 'compose', 'military position', 'software development', 'hypertext mark-up language', 'web development', 'emplacement', 'degree celsius', 'status', 'english people', 'spatial relation', 'spell', 'c', 'css', 'deoxycytidine monophosphate', 'coulomb', 'database operations', 'ampere-second', 'pose', 'cesium', 'publish', 'placement', 'light speed', 'ascorbic acid', 'decipherable']","['english', 'css', 'html', 'sql', 'web development', 'communication', 'asp', 'frontend', 'c net']","['development sql web', 'html javascript store', 'business requirement readable', 'english code based', 'core communication skill']","['html sql web', 'asp frontend net', 'development communication asp', 'web development', 'english css']","['century english sql', 'development hypertext', 'compose military position', 'nose candy cs', 'acid decipherable']",['html javascript store procedure business requirement readable english code based software development sql web development write web technologies position c css database operations net core communication skill bahasa database sql'],"['html javascript store', 'javascript store procedure', 'store procedure business', 'procedure business requirement', 'business requirement readable', 'requirement readable english', 'readable english code', 'english code based', 'code based software', 'operations net core', 'net core communication', 'core communication skill', 'communication skill bahasa', 'based software development', 'write web technologies']",['english css html sql web development communication asp frontend c net'],"['english css html', 'css html sql', 'html sql web', 'sql web development', 'web development communication', 'development communication asp', 'communication asp frontend', 'english css', 'frontend c net', 'css html', 'html sql', 'sql web', 'web development', 'development communication', 'communication asp']",20,87,9,5,5,5,1,15,1,15
Jobstreet,Computer Science,IT Progammer,PT Allure Alluminio,"Responsible in supporting the full software development of new and existing applications.
Optimise application for maximise speed and scalability.
Maintaining the system, new feature, bug fixing, code refactoring and performance optimisation.
Possess the ability to translate ideas into functioning features
Deliver high quality application and system support
Any other ad-hoc duties as required or assigned
Bachelor degree in Computer Science
Fresh Graduate are welcome
Strong hands-on programming skills
Able to work independently
Good to have knowledge of Pyhthon, Json, SQL, Java
Willing to be placed at Kelapa Gading",5,responsible supporting full software development new existing applications optimise application maximise speed scalability maintaining system new feature bug fixing code refactoring performance optimisation possess ability translate ideas functioning features deliver high quality application system support adhoc duties required assigned bachelor degree computer science fresh graduate welcome strong handson programming skills able work independently good knowledge pyhthon json sql java willing placed kelapa gading,"['programming', 'code refactoring', 'software development', 'scalability', 'json', 'system support', 'maintaining', 'computer science', 'translate', 'sql java']","['programming', 'sustain', 'json', 'software development', 'code refactoring', 'scalability', 'understand', 'transform', 'defend', 'system support', 'maintaining', 'preserve', 'keep', 'hold', 'scheduling', 'read', 'interpret', 'wield', 'keep up', 'computer programming', 'exert', 'sql java', 'assert', 'computer programing', 'programme', 'maintain', 'asseverate', 'uphold', 'conserve', 'program', 'observe', 'computer science', 'programing', 'translate', 'render']","['java', 'computer science', 'sql']","['translate sql java', 'development scalability json', 'programming code refactoring', 'software development', 'support maintaining computer']","['computer science sql', 'java computer science', 'science sql', 'sql', 'java']","['programming sustain', 'code refactoring scalability', 'json software development', 'exert sql java', 'interpret wield computer']",['programming code refactoring software development scalability json system support maintaining computer science translate sql java'],"['programming code refactoring', 'translate sql java', 'code refactoring software', 'refactoring software development', 'software development scalability', 'development scalability json', 'scalability json system', 'json system support', 'system support maintaining', 'support maintaining computer', 'maintaining computer science', 'computer science translate', 'science translate sql', 'programming code', 'sql java']",['java computer science sql'],"['java computer science', 'computer science sql', 'java computer', 'science sql', 'computer science', 'java', 'sql', 'computer', 'science']",10,35,3,5,5,5,1,15,1,9
Jobstreet,Computer Science,IT Quality Assurance,PT. LAKES KONSTELASI DATA,"Design, develop, and implement comprehensive test scenarios and scripts to ensure overall product quality.
Execute both manual and automated testing to identify bugs, system defects, and inconsistencies.
Analyze test outcomes and compile detailed bug reports with actionable recommendations for improvements.
Perform thorough regression testing following system fixes or updates to ensure functionality and stability.
Collaborate closely with development teams to understand technical specifications and business requirements.
Contribute to the design of aesthetically pleasing, responsive, and user-friendly user interfaces (UI).
Conduct usability testing and refine designs based on test results and user feedback.
Candidates must hold a minimum of a Diploma or Bachelor's Degree in Computer Science, Information Technology, or a related field.
Previous experience in quality assurance or software/application testing is highly preferred.
A strong understanding of both manual and automated testing methodologies is advantageous.
Experience with QA tools such as Selenium, Appium, and Postman is a plus.
Demonstrates strong critical thinking, analytical, and problem-solving abilities.
Familiarity with UI/UX design principles and usability testing is a plus.
Fluency in both Indonesian and English is required.
A proactive and responsible individual with a strong sense of ownership.
Must possess a personal vehicle and a valid driver's license.
Applicants should be no older than 30 years of age.",6,design develop implement comprehensive test scenarios scripts ensure overall product quality execute manual automated testing identify bugs system defects inconsistencies analyze test outcomes compile detailed bug reports actionable recommendations improvements perform thorough regression testing following system fixes updates ensure functionality stability collaborate closely development teams understand technical specifications business requirements contribute design aesthetically pleasing responsive userfriendly user interfaces ui conduct usability testing refine designs based test results user feedback candidates must hold minimum diploma bachelors degree computer science information technology related field previous experience quality assurance softwareapplication testing highly preferred strong understanding manual automated testing methodologies advantageous experience qa tools selenium appium postman plus demonstrates strong critical thinking analytical problemsolving abilities familiarity uiux design principles usability testing plus fluency indonesian english required proactive responsible individual strong sense ownership must possess personal vehicle valid drivers license applicants older years age,"['bugs system', 'testing', 'valid drivers license', 'proactive', 'test scenarios', 'product quality', 'postman', 'critical thinking', 'information technology', 'business requirement', 'design aesthetically', 'manual testing', 'refine', 'computer science', 'compile', 'scripts', 'english', 'quality assurance', 'personal', 'bug reports', 'usability testing', 'execute', 'automated testing', 'user interface', 'selenium', 'regression testing', 'user feedback', 'analytical', 'collaborate', 'test', 'improvements perform', 'designs test', 'tools', 'appium']","['fulfill', 'carrier', 'valid drivers license', 'down', 'test scenarios', 'postman', 'get together', 'se', 'try out', 'peter', 'business requirement', 'accumulate', 'design aesthetically', 'manual testing', 'instrument', 'fine-tune', 'creature', 'computer science', 'mailman', 'book', 'do', 'essay', 'collect', 'side', 'english', 'scripts', 'hand', 'examination', 'carry out', 'usability testing', 'tool', 'execute', 'letter carrier', 'put to death', 'complicate', 'fulfil', 'user interface', 'playscript', 'selenium', 'regression testing', 'hoard', 'user feedback', 'rectify', 'roll up', 'dick', 'collaborate', 'test', 'improvements perform', 'accomplish', 'psychometric test', 'pile up', 'amass', 'bugs system', 'screen', 'testing', 'try', 'proactive', 'script', 'mail carrier', 'product quality', 'english language', 'action', 'information technology', 'critical thinking', 'exam', 'analytic', 'run', 'refine', 'putz', 'polish', 'carry through', 'mental test', 'mental testing', 'compile', 'compose', 'cooperate', 'quality assurance', 'tryout', 'personal', 'bug reports', 'puppet', 'shaft', 'cock', 'elaborate', 'quiz', 'english people', 'automated testing', 'rarify', 'join forces', 'prick', 'analytical', 'prove', 'handwriting', 'examine', 'perform', 'designs test', 'atomic number 34', 'joyride', 'pecker', 'trial', 'tools', 'trial run', 'tool around', 'appium']","['english', 'quality assurance', 'usability testing', 'uiux', 'computer science', '##bility testing', 'critical thinking', 'regression testing']","['reports usability testing', 'proactive test scenarios', 'selenium', 'quality assurance personal', 'license proactive']","['testing critical thinking', 'assurance usability testing', 'english quality assurance', 'usability testing uiux', 'computer science bility']","['accomplish psychometric test', 'carry usability', 'computer science mailman', 'technology critical thinking', 'product quality english']",['bugs system testing valid drivers license proactive test scenarios product quality postman critical thinking information technology business requirement design aesthetically manual testing refine computer science compile scripts english quality assurance personal bug reports usability testing execute automated testing user interface selenium regression testing user feedback analytical collaborate test improvements perform designs test tools appium'],"['user interface selenium', 'user feedback analytical', 'valid drivers license', 'drivers license proactive', 'postman critical thinking', 'critical thinking information', 'thinking information technology', 'information technology business', 'technology business requirement', 'refine computer science', 'computer science compile', 'science compile scripts', 'compile scripts english', 'interface selenium regression', 'feedback analytical collaborate']",['english quality assurance usability testing uiux computer science ## bility testing critical thinking regression testing'],"['english quality assurance', 'uiux computer science', 'quality assurance usability', 'critical thinking regression', 'bility testing critical', 'usability testing uiux', 'testing uiux computer', 'testing critical thinking', 'assurance usability testing', 'thinking regression testing', 'english quality', 'computer science', 'quality assurance', 'assurance usability', 'uiux computer']",34,104,8,5,5,5,1,15,1,15
Jobstreet,Computer Science,Bootcamp IT Consultant / Programmer (Fresh Graduate),PT Indocyber Global Teknologi,"Minimum S1 in Computer Science/Information Technology/ Mathematics/Physics/Telecommunication
Fresh graduates / Entry level applicants are encouraged to apply
Minimum 3.00 GPA
Age maximum 25 years old
Required skill(s): basic programming, algorithm, logic
Understand relational databases Microsoft SQL Server and its query language
Have a high interest in software engineering as Developer
Fast learner and highly logical thinker
Good communication and eagerness to learn
Training will be held at Grogol / Daan Mogot area (West Jakarta)
30 Full-Time position(s) available",7,minimum computer scienceinformation technology mathematicsphysicstelecommunication fresh graduates entry level applicants encouraged apply minimum gpa age maximum years old required skills basic programming algorithm logic understand relational databases microsoft sql server query language high interest software engineering developer fast learner highly logical thinker good communication eagerness learn training held grogol daan mogot area west jakarta fulltime positions available,"['programming', 'algorithm', 'communication', 'level', 'positions', 'query language', 'skills basic', 'software engineering', 'relational database', 'microsoft sql server']","['lieu', 'charge', 'tied', 'post', 'even out', 'level', 'put', 'situation', 'even', 'layer', 'query language', 'relational database', 'computer programming', 'story', 'berth', 'perspective', 'algorithm', 'place', 'attitude', 'office', 'stage', 'communication', 'billet', 'positioning', 'program', 'algorithmic rule', 'positions', 'plane', 'view', 'stance', 'spirit level', 'spot', 'stead', 'dismantle', 'software engineering', 'level off', 'locating', 'side', 'rase', 'flat', 'programming', 'set', 'tear down', 'military position', 'stratum', 'raze', 'take down', 'emplacement', 'status', 'scheduling', 'tier', 'flush', 'horizontal surface', 'pull down', 'lay', 'spatial relation', 'storey', 'location', 'computer programing', 'position', 'programme', 'communicating', 'pose', 'posture', 'algorithmic program', 'grade', 'programing', 'degree', 'placement', 'unwavering', 'floor', 'skills basic', 'point', 'microsoft sql server']","['software engineering', 'server', 'communication', 'sql']","['positions query language', 'algorithm communication level', 'skills basic software', 'microsoft sql server', 'engineering relational']","['server communication sql', 'communication sql', 'engineering server', 'sql', 'software engineering']","['programing position programme', 'sql server', 'skills basic point', 'situation layer query', 'tier flush']",['programming algorithm communication level positions query language skills basic software engineering relational database microsoft sql server'],"['programming algorithm communication', 'microsoft sql server', 'algorithm communication level', 'communication level positions', 'level positions query', 'positions query language', 'query language skills', 'language skills basic', 'skills basic software', 'basic software engineering', 'software engineering relational', 'engineering relational database', 'relational database microsoft', 'database microsoft sql', 'programming algorithm']",['software engineering server communication sql'],"['software engineering server', 'server communication sql', 'engineering server communication', 'software engineering', 'communication sql', 'engineering server', 'server communication', 'software', 'sql', 'engineering', 'server', 'communication']",10,74,4,5,5,5,1,15,1,12
